key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
860,15858,"雕金","RecipeLevelTable#44","绿金戒指",1,"绿金锭",1,"蛋壳磨刀石",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",5,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
861,15860,"雕金","RecipeLevelTable#45","黑珍珠",1,"黑蝶贝",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,,0,0,False,0,50,80,50,0,0,0,0,0,"",,True,True,True,"","",False,False,0
862,15862,"雕金","RecipeLevelTable#45","绿金单眼镜",1,"绿金锭",1,"玻璃板",1,"黄铜环",1,"海蓝石",1,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
863,15870,"雕金","RecipeLevelTable#45","红珊瑚项链",1,"红珊瑚",3,"羊毛线",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
864,15869,"雕金","RecipeLevelTable#45","琥珀项环",1,"琥珀",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
865,15863,"雕金","RecipeLevelTable#45","绿金头冠（琥珀）",1,"琥珀",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
866,15864,"雕金","RecipeLevelTable#45","绿金头冠（锆石）",1,"锆石",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
867,15865,"雕金","RecipeLevelTable#45","绿金头冠（尖晶石）",1,"尖晶石",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
868,15866,"雕金","RecipeLevelTable#45","绿金头冠（绿松石）",1,"绿松石",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
869,15867,"雕金","RecipeLevelTable#45","绿金头冠（碧玺）",1,"碧玺",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
870,15868,"雕金","RecipeLevelTable#45","绿金头冠（红电气石）",1,"红电气石",1,"绿金锭",3,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
871,15878,"雕金","RecipeLevelTable#47","琥珀手镯",1,"琥珀",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
872,15874,"雕金","RecipeLevelTable#47","绿金缝针",1,"绿金锭",1,"蛋壳磨刀石",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
873,15876,"雕金","RecipeLevelTable#47","锆石项环",1,"锆石",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
874,15880,"雕金","RecipeLevelTable#47","锆石手镯",1,"锆石",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
875,15875,"雕金","RecipeLevelTable#47","尖晶石项环",1,"尖晶石",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
876,15879,"雕金","RecipeLevelTable#47","尖晶石手镯",1,"尖晶石",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
877,15877,"雕金","RecipeLevelTable#47","绿松石项环",1,"绿松石",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
878,15881,"雕金","RecipeLevelTable#47","绿松石手镯",1,"绿松石",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
879,15882,"雕金","RecipeLevelTable#47","琥珀戒指",1,"琥珀",1,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",5,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
880,15887,"雕金","RecipeLevelTable#48","碧玺项环",1,"碧玺",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
881,15890,"雕金","RecipeLevelTable#48","碧玺手镯",1,"碧玺",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
882,15886,"雕金","RecipeLevelTable#48","黑珍珠项环",1,"黑珍珠",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
883,15889,"雕金","RecipeLevelTable#48","黑珍珠手镯",1,"黑珍珠",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
884,15885,"雕金","RecipeLevelTable#48","红电气石项环",1,"红电气石",1,"绿金锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
885,15888,"雕金","RecipeLevelTable#48","红电气石手镯",1,"红电气石",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
886,15895,"雕金","RecipeLevelTable#49","绿金工艺项环",1,"绿金锭",2,"盗龙革",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
887,15899,"雕金","RecipeLevelTable#49","锆石戒指",1,"锆石",1,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
888,15898,"雕金","RecipeLevelTable#49","尖晶石戒指",1,"尖晶石",1,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
889,15901,"雕金","RecipeLevelTable#49","绿松石戒指",1,"绿松石",1,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
890,15902,"雕金","RecipeLevelTable#49","碧玺戒指",1,"碧玺",1,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
891,15900,"雕金","RecipeLevelTable#49","黑珍珠戒指",1,"黑珍珠",1,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
892,15897,"雕金","RecipeLevelTable#49","红电气石戒指",1,"红电气石",1,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
893,15903,"雕金","RecipeLevelTable#50","白牙长杖",1,"山羊角",1,"黑狼之牙",2,"雷眼石",1,"六识之血",1,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
894,15904,"雕金","RecipeLevelTable#50","琥珀耳坠",1,"琥珀",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
895,15907,"雕金","RecipeLevelTable#50","锆石耳坠",1,"锆石",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
896,15906,"雕金","RecipeLevelTable#50","尖晶石耳坠",1,"尖晶石",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
897,15909,"雕金","RecipeLevelTable#50","绿松石耳坠",1,"绿松石",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
898,15910,"雕金","RecipeLevelTable#50","碧玺耳坠",1,"碧玺",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
899,15908,"雕金","RecipeLevelTable#50","黑珍珠耳坠",1,"黑珍珠",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
900,15905,"雕金","RecipeLevelTable#50","红电气石耳坠",1,"红电气石",2,"绿金锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"风之碎晶",6,"火之碎晶",6,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
901,17341,"烹调","RecipeLevelTable#1","食盐",6,"岩盐",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,0,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
902,17342,"烹调","RecipeLevelTable#1","枫糖浆",3,"枫树树汁",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,0,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
903,17343,"烹调","RecipeLevelTable#2","枫糖",3,"枫糖浆",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,50,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
904,17344,"烹调","RecipeLevelTable#3","葡萄干",3,"低地葡萄",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,False,0,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
905,17345,"烹调","RecipeLevelTable#3","水煮蛋",3,"鸡蛋",1,"矿泉水",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
906,17346,"烹调","RecipeLevelTable#4","黑麦粉",3,"黑麦",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,0,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
907,17347,"烹调","RecipeLevelTable#4","蜂蜜",3,"蜂巢",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,0,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
908,17348,"烹调","RecipeLevelTable#4","羊奶麦粥",3,"小麦",1,"葡萄干",1,"蜂蜜",1,"山羊奶",1,"桂皮",1,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
909,17353,"烹调","RecipeLevelTable#5","煎饼",3,"黑麦粉",1,"食盐",1,"矿泉水",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
910,17354,"烹调","RecipeLevelTable#5","栗鼠肉排",3,"栗鼠肉",1,"野洋葱",1,"大蒜",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
911,17355,"烹调","RecipeLevelTable#5","盐烤公主鳟",3,"公主鳟",1,"食盐",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
912,17356,"烹调","RecipeLevelTable#6","奶油",3,"水牛奶",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,50,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
913,17357,"烹调","RecipeLevelTable#6","橙汁",3,"拉诺西亚香橙",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
914,17359,"烹调","RecipeLevelTable#7","黄油",5,"水牛奶",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,50,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
915,17358,"烹调","RecipeLevelTable#7","小麦粉",3,"小麦",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,0,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
916,17360,"烹调","RecipeLevelTable#7","绿树蟾蜍腿",3,"绿树蟾蜍",1,"亚拉戈蜗牛",1,"黄油",1,"小麦粉",1,"大蒜",1,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
917,17361,"烹调","RecipeLevelTable#8","煎鸡油菌",3,"鸡油菌",1,"黄油",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
918,17362,"烹调","RecipeLevelTable#8","红焖皮皮拉鱼",3,"皮皮拉鱼",1,"鸡油菌",1,"黄油",1,"食盐",1,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
919,17363,"烹调","RecipeLevelTable#9","水煮蝲蛄",3,"红蝲蛄",1,"食盐",1,"矿泉水",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
920,17364,"烹调","RecipeLevelTable#9","清炖羊肉",3,"羊后腰肉",1,"小麦粉",1,"野洋葱",1,"库尔札斯胡萝卜",1,"矿泉水",1,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
921,17365,"烹调","RecipeLevelTable#10","可可油",3,"可可豆",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,0,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
922,17367,"烹调","RecipeLevelTable#10","杰克南瓜灯",3,"食人魔南瓜",1,"蜂蜡",1,"枫糖浆",1,"矿泉水",1,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
923,17368,"烹调","RecipeLevelTable#10","薄荷酸奶昔",3,"婴猴薄荷",1,"山羊奶",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
924,17369,"烹调","RecipeLevelTable#11","橄榄油",3,"橄榄",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,0,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
925,17370,"烹调","RecipeLevelTable#11","可可粉",3,"可可豆",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,0,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
926,17371,"烹调","RecipeLevelTable#11","渡渡鸟烤肉",3,"渡渡鸟胸肉",1,"食盐",1,"大蒜",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
927,17372,"烹调","RecipeLevelTable#12","番茄汁",6,"红宝石番茄",1,"野洋葱",1,"大蒜",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,0,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
928,17373,"烹调","RecipeLevelTable#12","巧克力球",3,"可可粉",1,"可可油",1,"枫糖",1,"水牛奶",1,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
929,17374,"烹调","RecipeLevelTable#12","巧克力珠",3,"可可油",1,"枫糖",1,"山羊奶",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
930,17375,"烹调","RecipeLevelTable#13","鼹鼠肉糕",3,"鼹鼠肉",1,"野洋葱",1,"煎饼",1,"鸡蛋",1,"番茄汁",1,"黑胡椒",1,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
931,17376,"烹调","RecipeLevelTable#13","高山萝卜沙拉",3,"高山萝卜",1,"橄榄油",1,"拉诺西亚莴苣",1,"谢尔达莱菠菜",1,"水牛豆",1,"矿泉水",1,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
932,17377,"烹调","RecipeLevelTable#14","明胶",5,"蝙蝠的翅膀",1,"黄铜泥鳅",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,0,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
933,17378,"烹调","RecipeLevelTable#14","馅饼坯",6,"小麦粉",1,"食盐",1,"矿泉水",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,50,50,80,67,0,0,0,0,0,"",,True,True,True,"","",False,False,0
934,17379,"烹调","RecipeLevelTable#14","兔形派",3,"馅饼坯",1,"库尔札斯胡萝卜",1,"栗鼠肉",1,"野洋葱",1,"黑胡椒",1,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
935,17380,"烹调","RecipeLevelTable#15","盐渍鳕鱼",3,"虎纹鳕",1,"食盐",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
936,17381,"烹调","RecipeLevelTable#15","盐烤鲤鱼",3,"白妙鲤",1,"食盐",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
937,17382,"烹调","RecipeLevelTable#16","苹果醋",5,"仙女苹果",1,"矿泉水",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,50,50,80,58,0,0,0,0,0,"",,True,True,True,"","",False,False,0
938,17383,"烹调","RecipeLevelTable#16","薰衣草油",3,"薰衣草",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,0,50,80,58,0,0,0,0,0,"",,True,True,True,"","",False,False,0
939,17384,"烹调","RecipeLevelTable#16","渡渡鸟蛋煎蛋卷",3,"渡渡鸟蛋",1,"黄油",1,"山羊奶",1,"食盐",1,"番茄汁",1,"高原芹",1,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
940,17385,"烹调","RecipeLevelTable#16","猫魅风味山珍烤串",3,"渡渡鸟胸肉",1,"红辣椒",1,"红宝石番茄",1,"食盐",1,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
941,17386,"烹调","RecipeLevelTable#17","农家奶酪",3,"山羊奶",1,"苹果醋",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,True,50,50,80,58,0,0,0,0,0,"",,True,True,True,"","",False,False,0
942,17387,"烹调","RecipeLevelTable#17","小扁豆煮山栗",3,"山栗",1,"小扁豆",1,"婴猴薄荷",1,"橄榄油",1,"料酒",1,"黑胡椒",1,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
943,17388,"烹调","RecipeLevelTable#17","烤仙人掌叶",3,"仙人掌叶",1,"食盐",1,"蓝霉奶酪",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
944,17389,"烹调","RecipeLevelTable#17","石子汤",3,"砂岩",1,"矿泉水",1,"库尔札斯胡萝卜",1,"食盐",1,"新薯",1,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
945,17390,"烹调","RecipeLevelTable#18","苹果挞",3,"馅饼坯",1,"仙女苹果",1,"鸡蛋",1,"桂皮",1,"枫糖",1,"黄油",1,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
946,17391,"烹调","RecipeLevelTable#18","胡桃面包",3,"小麦粉",1,"水牛奶",1,"食盐",1,"黄油",1,"胡桃",1,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
947,17392,"烹调","RecipeLevelTable#19","生鲜牡蛎",3,"罗斯利特牡蛎",1,"太阳柠檬",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
948,17394,"烹调","RecipeLevelTable#20","金钱蘑炒鸡肉",3,"金钱蘑",1,"鸡胸肉",1,"黄油",1,"食盐",1,"",0,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
949,17395,"烹调","RecipeLevelTable#20","清炖羚羊肉",3,"羚羊胫肉",1,"小麦粉",1,"野洋葱",1,"库尔札斯胡萝卜",1,"新薯",1,"",0,"",0,"",0,"火之碎晶",1,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
950,17397,"烹调","RecipeLevelTable#21","新薯泥",3,"农家奶酪",1,"新薯",1,"黄油",1,"奶油",1,"大蒜",1,"",0,"",0,"",0,"火之碎晶",2,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
951,17398,"烹调","RecipeLevelTable#21","羚羊肉排",3,"羚羊胫肉",1,"食盐",1,"大蒜",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
952,17399,"烹调","RecipeLevelTable#21","葡萄汁",3,"贵族葡萄",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"水之碎晶",1,0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
953,17400,"烹调","RecipeLevelTable#21","蜂蜜松饼",3,"小麦粉",1,"鸡蛋",1,"蜂蜜",1,"黄油",1,"山羊奶",1,"矿泉水",1,"",0,"",0,"火之碎晶",2,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
954,17401,"烹调","RecipeLevelTable#22","梅干",3,"仙子梅",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"水之碎晶",1,0,False,0,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
955,17402,"烹调","RecipeLevelTable#22","煎菠菜",3,"谢尔达莱菠菜",3,"草菇",1,"食盐",1,"黄油",1,"矿泉水",1,"",0,"",0,"",0,"火之碎晶",2,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
956,17403,"烹调","RecipeLevelTable#22","芥末蛋",3,"渡渡鸟蛋",1,"阿拉米格芥子",1,"矿泉水",1,"食盐",1,"",0,"",0,"",0,"",0,"火之碎晶",2,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
957,17404,"烹调","RecipeLevelTable#23","牧羊人派",3,"新薯",1,"羚羊胫肉",1,"野洋葱",1,"黄油",1,"库尔札斯胡萝卜",1,"黑胡椒",1,"",0,"",0,"火之碎晶",2,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
958,17405,"烹调","RecipeLevelTable#23","鲑鱼排",3,"蓝铃鲑",1,"黄油",1,"太阳柠檬",1,"小麦粉",1,"高原芹",1,"",0,"",0,"",0,"火之碎晶",2,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
959,17406,"烹调","RecipeLevelTable#23","心形卷饼",3,"小麦粉",1,"枫糖",1,"鸡蛋",1,"食盐",1,"黄油",1,"矿泉水",1,"",0,"",0,"火之碎晶",2,"水之碎晶",1,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
960,17407,"烹调","RecipeLevelTable#24","甘菊茶",3,"甘菊",1,"蜂蜜",1,"矿泉水",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"水之碎晶",2,0,False,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
